"dep0","dep1","dep2","dep3","mun0","mun1","dep","mun","name","level","funding","type","status","language","time","frequency","fequency"
"00","01","4396","46","01","627","ciudad capital","zona 1","liceo guatemalteco de computacion","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","4403","46","01","403","ciudad capital","zona 1","instituto tecnologico digitales comerciales","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","4405","46","01","","ciudad capital","zona 1","colegio johannes pavlvs ii","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","SABATINO","sabatino"
"00","01","4411","46","01","627","ciudad capital","zona 1","liceo ibero guatemalteco","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","4412","46","",NA,"ciudad capital","zona 1","instituto de bachillerato por madurez 'federico crowe'","diversificado","privado","urbana","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"00","01","4457","46","01","402","ciudad capital","zona 1","colegio 'internacional guatemalteco'","diversificado","privado","urbana","cerrada temporalmente","monolingue","intermedia","DIARIO(REGULAR)","diario(regular)"
"00","01","4553","46","01","627","ciudad capital","zona 1","instituto americano en ciencias de computacion por madurez","diversificado","privado","urbana","cerrada temporalmente","monolingue","intermedia","DIARIO(REGULAR)","diario(regular)"
"00","01","4561","46","01","315","ciudad capital","zona 1","centro de estudios tecnologicos tecno pro","diversificado","privado","urbana","cerrada temporalmente","monolingue","intermedia","DIARIO(REGULAR)","diario(regular)"
"00","01","4612","46","01","102","ciudad capital","zona 1","instituto privado tecnico americano","diversificado","privado","urbana","temporal titulos","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","4732","46","01","312","ciudad capital","zona 1","centro integrado de computacion y turismo","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","4735","46","01","307","ciudad capital","zona 1","colegio mixto 'santa infancia'","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","6916","46","99","001","ciudad capital","zona 1","colegio mixto bilingue amanecer","diversificado","privado","urbana","temporal titulos","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","6978","46","01","403","ciudad capital","zona 1","instituto mixto 'miguel de cervantes'","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","6988","46","01","403","ciudad capital","zona 1","instituto americano en ciencias de computacion","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","6992","46","01","312","ciudad capital","zona 1","colegio activo bilingue mixto sterling","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"00","01","6994","46","01","305","ciudad capital","zona 1","instituto y academia 'practica comercial'","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","6999","46","01","316","ciudad capital","zona 1","centro cultural de las americas no. 3","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7009","46","01","318","ciudad capital","zona 1","liceo mixto en computacion ixchel","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7010","46","01","","ciudad capital","zona 1","liceo en computacion ixchel","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7052","46","01","318","ciudad capital","zona 1","instituto federico crowe","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7069","46","",NA,"ciudad capital","zona 1","centro industrial no. 2, anexo esc. no. 11 'j. mariano gonzalez'","diversificado","oficial","urbana","cerrada temporalmente","monolingue","doble","DIARIO(REGULAR)","diario(regular)"
"00","01","7080","46","01","317","ciudad capital","zona 1","liceo de computacion 'siglo 21' no.3","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7086","46","01","310","ciudad capital","zona 1","centro tecnologico de computacion 'la merced' s. a.","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7093","46","01","305","ciudad capital","zona 1","centro tecnico de turismo, banca y comercio john glenn","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7102","46","01","627","ciudad capital","zona 1","instituto federico crowe","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7112","46","01","308","ciudad capital","zona 1","colegio mayb al","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7148","46","01","318","ciudad capital","zona 1","colegio mixto 'cristiano guatemalteco'","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7151","46","01","627","ciudad capital","zona 1","colegio practico secretarial","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7152","46","01","307","ciudad capital","zona 1","colegio 'practico secretarial'","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7154","46","01","627","ciudad capital","zona 1","colegio practico secretarial","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7160","46","01","403","ciudad capital","zona 1","liceo profesional en computacion y ciencias comerciales","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7161","46","01","403","ciudad capital","zona 1","liceo profesional en computacion y ciencias comerciales","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7163","46","01","403","ciudad capital","zona 1","liceo profesional en computacion y ciencias comerciales","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7184","46","01","317","ciudad capital","zona 1","centro de aprendizaje integral en computacion c.a.i.c.","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7218","46","01","301","ciudad capital","zona 1","liceo tecnico comercial","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7221","46","01","403","ciudad capital","zona 1","liceo tecnico comercial","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7256","46","01","403","ciudad capital","zona 1","instituto americano en ciencias de computacion","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7260","46","01","627","ciudad capital","zona 1","colegio cientifico secretarial guatemalteco","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7261","46","01","627","ciudad capital","zona 1","colegio cientifico secretarial guatemalteco","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7262","46","01","312","ciudad capital","zona 1","colegio cientifico secretarial guatemalteco","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7263","46","",NA,"ciudad capital","zona 1","colegio secretarial guatemalteco","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7291","46","",NA,"ciudad capital","zona 1","liceo tikal","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7293","46","",NA,"ciudad capital","zona 1","colegio maybal","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7294","46","",NA,"ciudad capital","zona 1","colegio maybal","diversificado","privado","urbana","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"00","01","7295","46","01","627","ciudad capital","zona 1","colegio maybal","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7314","46","01","318","ciudad capital","zona 1","centro de formacion preuniversitaria dr. reichmann","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7321","46","01","312","ciudad capital","zona 1","liceo tecnico ciencia y desarrollo","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7324","46","01","403","ciudad capital","zona 1","liceo cristiano cantares","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7326","46","",NA,"ciudad capital","zona 1","centro profesional de estudios de computacion","diversificado","privado","urbana","cerrada temporalmente","monolingue","intermedia","DIARIO(REGULAR)","diario(regular)"
"00","01","7329","46","01","403","ciudad capital","zona 1","centro profesional de estudios de computacion","diversificado","privado","urbana","abierta","monolingue","doble","SABATINO","sabatino"
"00","01","7361","46","01","312","ciudad capital","zona 1","instituto normal para señoritas centro america (i.n.c.a.)","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7376","46","01","403","ciudad capital","zona 1","centro profesional de estudios de computacion","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7378","46","01","403","ciudad capital","zona 1","centro profesional de estudios de computacion","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7388","46","01","403","ciudad capital","zona 1","centro de estudios comerciales en informatica","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7526","46","01","403","ciudad capital","zona 1","escuela tecnica ciencia aplicada","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7573","46","01","301","ciudad capital","zona 1","escuela nacional de formacion secretarial no. 2","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7577","46","01","102","ciudad capital","zona 1","colegio o meany","diversificado","privado","urbana","temporal titulos","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7588","46","01","317","ciudad capital","zona 1","colegio de computacion electronica y electricidad","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7597","46","01","403","ciudad capital","zona 1","centro tecnologico de computacion la merced s.a.","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7611","46","01","305","ciudad capital","zona 1","centro educativo 'alto desarrollo'","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7632","46","01","407","ciudad capital","zona 1","cpum colegio privado mixto en computacion 'versalles'","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","MIXTO","mixto"
"00","01","7644","46","01","403","ciudad capital","zona 1","liceo mixto en computacion ixchel","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7654","46","01","627","ciudad capital","zona 1","colegio mixto ""indo latino""","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7655","46","01","627","ciudad capital","zona 1","colegio mixto ""indo latino""","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7667","46","01","312","ciudad capital","zona 1","liceo clasico en computacion","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7670","46","01","315","ciudad capital","zona 1","liceo clasico en computacion","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7706","46","01","317","ciudad capital","zona 1","instituto de estudios especializados en ciencias de la computacion","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7707","46","01","317","ciudad capital","zona 1","instituto de estudios especializados en ciencias de la computacion","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7710","46","01","627","ciudad capital","zona 1","instituto de estudios especializados en ciencias de la computacion","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7711","46","01","402","ciudad capital","zona 1","instituto de estudios especializados en ciencias de la computacion","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","FIN DE SEMANA","fin de semana"
"00","01","7721","46","01","627","ciudad capital","zona 1","liceo de computacion siglo 21 no.3","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7729","46","01","403","ciudad capital","zona 1","liceo clasico de computacion","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7742","46","01","303","ciudad capital","zona 1","colegio mixto padre betanzos","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7744","46","",NA,"ciudad capital","zona 1","colegio mixto padre betanzos","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","7809","46","01","403","ciudad capital","zona 1","instituto rafael landivar","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7814","46","",NA,"ciudad capital","zona 1","colegio o'meany","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","SABATINO","sabatino"
"00","01","7820","46","01","403","ciudad capital","zona 1","colegio sistematizado en computacion","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","DOMINICAL","dominical"
"00","01","7821","46","01","403","ciudad capital","zona 1","colegio sistematizado en computacion","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","SABATINO","sabatino"
"00","01","7839","46","01","316","ciudad capital","zona 1","liceo profesional de informatica y tecnologia","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7840","46","",NA,"ciudad capital","zona 1","liceo profesional de informatica y tecnologia","diversificado","privado","urbana","cerrada temporalmente","monolingue","nocturna","DIARIO(REGULAR)","diario(regular)"
"00","01","7841","46","01","403","ciudad capital","zona 1","liceo profesional de informatica y tecnologia","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7849","46","",NA,"ciudad capital","zona 1","instituto 'rafael landivar'","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7910","46","01","402","ciudad capital","zona 1","liceo jose de san martin","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","7911","46","01","318","ciudad capital","zona 1","liceo canadiense","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","7912","46","01","403","ciudad capital","zona 1","liceo canadiense","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7934","46","01","403","ciudad capital","zona 1","colegio la verdad","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","7964","46","01","317","ciudad capital","zona 1","colegio profesional en computacion s.a.","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8030","46","01","301","ciudad capital","zona 1","colegio bilingüe especializado en computación yulimay´pc","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8031","46","",NA,"ciudad capital","zona 1","colegio bilingue especializado en computacion yulimay'pc","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8033","46","01","403","ciudad capital","zona 1","colegio bilingüe especializado en computación yulimay´pc","diversificado","privado","urbana","abierta","monolingue","matutina","SABATINO","sabatino"
"00","01","8049","46","01","","ciudad capital","zona 1","instituto bilingue guatemalteco","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8076","46","01","317","ciudad capital","zona 1","liceo tecnico integral en computacion y turismo","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8082","46","01","403","ciudad capital","zona 1","centro tecnico de turismo, banca y comercio 'john glenn'","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8084","46","01","403","ciudad capital","zona 1","centro educativo paulo freire","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8087","46","01","307","ciudad capital","zona 1","liceo tecnologico metropolitano de guatemala","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8096","46","01","403","ciudad capital","zona 1","liceo tecnológico metropolitano de guatemala","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8098","46","",NA,"ciudad capital","zona 1","instituto 'federico crowe'","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8101","46","01","403","ciudad capital","zona 1","liceo tecnico integral en computacion y turismo","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8126","46","01","402","ciudad capital","zona 1","escuela experimental del dia domingo para niñas trabajadoras","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DOMINICAL","dominical"
"00","01","8158","46","01","312","ciudad capital","zona 1","centro de estudios comerciales en informatica","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8163","46","",NA,"ciudad capital","zona 1","liceo 'jireh'","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8165","46","01","401","ciudad capital","zona 1","liceo 'jireh'","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","SABATINO","sabatino"
"00","01","8173","46","",NA,"ciudad capital","zona 1","liceo tecnologico bilingue","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8174","46","01","316","ciudad capital","zona 1","colegio de computacion y sistemas electronicos","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8176","46","01","403","ciudad capital","zona 1","colegio de computacion y sistemas electronicos","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8199","46","01","403","ciudad capital","zona 1","instituto cientifico comercial en computacion","diversificado","privado","urbana","temporal titulos","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8201","46","01","310","ciudad capital","zona 1","centro educativo paulo freire","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8209","46","01","403","ciudad capital","zona 1","instituto americano en ciencias de computacion","diversificado","privado","urbana","abierta","monolingue","vespertina","SABATINO","sabatino"
"00","01","8216","46","",NA,"ciudad capital","zona 1","colegio bilingue especializado en computacion yulimay pc","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DOMINICAL","dominical"
"00","01","8225","46","01","627","ciudad capital","zona 1","instituto particular mixto diurno jose marti (por madurez)","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8230","46","01","403","ciudad capital","zona 1","colegio mayb al","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8231","46","01","402","ciudad capital","zona 1","colegio mayb'al","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","FIN DE SEMANA","fin de semana"
"00","01","8270","46","01","312","ciudad capital","zona 1","escuela normal de parvulos adscrito al i.n.c.a","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8299","46","01","403","ciudad capital","zona 1","instituto americano en ciencias de computacion","diversificado","privado","urbana","abierta","monolingue","matutina","DOMINICAL","dominical"
"00","01","8306","46","01","303","ciudad capital","zona 1","colegio la verdad","diversificado","privado","urbana","temporal titulos","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8323","46","01","310","ciudad capital","zona 1","liceo bilingue la puerta","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8337","46","01","402","ciudad capital","zona 1","centro de estudios mercadlogicos y publicitarios","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8338","46","01","402","ciudad capital","zona 1","centro de estudios mercadologicos y publicitarios","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8351","46","01","403","ciudad capital","zona 1","liceo de informatica y ciencias comerciales (por madurez)","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8352","46","01","403","ciudad capital","zona 1","liceo de informatica y ciencias comerciales","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8375","46","01","401","ciudad capital","zona 1","instituto profesional en computacion el amigo de la patria (por madurez)","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8379","46","01","307","ciudad capital","zona 1","escuela nacional central de formacion secretarial","diversificado","oficial","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8470","46","01","307","ciudad capital","zona 1","colegio mixto bilingue en computacion 'behula'","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8478","46","01","103","ciudad capital","zona 1","instituto cientifico comercial en computacion (por madurez)","diversificado","privado","urbana","temporal titulos","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8499","46","01","401","ciudad capital","zona 1","centro de educacion y cultura mirthala hurtado","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8500","46","01","401","ciudad capital","zona 1","centro de educacion y cultura mirthala de hurtado","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","FIN DE SEMANA","fin de semana"
"00","01","8504","46","01","403","ciudad capital","zona 1","escuela tecnica ciencia aplicada (por madurez)","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8509","46","01","403","ciudad capital","zona 1","liceo tecnico integral en computacion y turismo (por madurez)","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8511","46","01","403","ciudad capital","zona 1","instituto tecnologico digitales comerciales","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8521","46","01","317","ciudad capital","zona 1","liceo montecarlo","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8523","46","01","305","ciudad capital","zona 1","liceo montecarlo","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8524","46","01","303","ciudad capital","zona 1","colegio tecnologico empresarial","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8526","46","01","403","ciudad capital","zona 1","liceo montecarlo","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8533","46","01","403","ciudad capital","zona 1","liceo monte carlo","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8535","46","01","403","ciudad capital","zona 1","liceo monte carlo (por madurez)","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8559","46","01","401","ciudad capital","zona 1","instituto tecnologico de centro america","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8560","46","01","401","ciudad capital","zona 1","instituto tecnologico de centroamerica (por madurez)","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8597","46","01","403","ciudad capital","zona 1","escuela tecnica superior alinari (por madurez)","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8599","46","01","301","ciudad capital","zona 1","colegio mixto ""indo latino""","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8618","46","01","317","ciudad capital","zona 1","instituto particular para señoritas ""nuestra señora del carmen""","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8645","46","01","627","ciudad capital","zona 1","colegio mixto bilingue en computacion behula","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8652","46","01","","ciudad capital","zona 1","instituto tecnologico de centro america","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8673","46","01","403","ciudad capital","zona 1","colegio bilingüe especializado en computación yulimay´pc (por madurez)","diversificado","privado","urbana","abierta","monolingue","matutina","SABATINO","sabatino"
"00","01","8679","46","01","","ciudad capital","zona 1","coelgio bilingue especializado en computacion yulimay pc (por madurez)","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DOMINICAL","dominical"
"00","01","8685","46","01","403","ciudad capital","zona 1","colegio de computacion y sistemas electronicos","diversificado","privado","urbana","cerrada temporalmente","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8709","46","01","305","ciudad capital","zona 1","liceo juventud xxi","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8736","46","01","401","ciudad capital","zona 1","colegio proyecto educativo futurista","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8744","46","01","401","ciudad capital","zona 1","liceo integral femeniño","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8791","46","01","301","ciudad capital","zona 1","colegio tecnico el porvenir","diversificado","privado","urbana","cerrada temporalmente","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8810","46","01","305","ciudad capital","zona 1","colegio kepler","diversificado","privado","urbana","cerrada temporalmente","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8812","46","01","627","ciudad capital","zona 1","colegio kepler","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8813","46","01","627","ciudad capital","zona 1","colegio kepler","diversificado","privado","urbana","abierta","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8815","46","01","401","ciudad capital","zona 1","instituto mixto particular coactemalan","diversificado","privado","urbana","temporal titulos","monolingue","matutina","FIN DE SEMANA","fin de semana"
"00","01","8838","46","01","307","ciudad capital","zona 1","liceo regiomontano","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
"00","01","8839","46","01","307","ciudad capital","zona 1","liceo regiomontano","diversificado","privado","urbana","abierta","monolingue","vespertina","DIARIO(REGULAR)","diario(regular)"
"00","01","8842","46","01","403","ciudad capital","zona 1","liceo regiomontano","diversificado","privado","urbana","abierta","monolingue","doble","FIN DE SEMANA","fin de semana"
"00","01","8844","46","01","307","ciudad capital","zona 1","centro educativo montenevado","diversificado","privado","urbana","abierta","monolingue","matutina","DIARIO(REGULAR)","diario(regular)"
